Day,Hour,RingerMode,RingerModeChangedMin,Charging,ChargingChangedMin,ScreenOn,ScreenChangedMin,Proximity,Pitch,MaxAcc,CalledHowManyTimes,TimeSinceLastCall,LastCallPicked,Picked
5,17,Normal,238.12,0,445.87,0,0.4,1,0,0.001858,30,42.17,1,Baseline
5,17,Normal,271.8,0,479.55,0,1.17,1,0,4.830063,31,4.12,1,Picked
5,19,Normal,87.05,1,46.97,0,7.35,0,,0,26,93.33,1,Baseline
5,20,Normal,119.4,1,79.32,0,39.7,1,3,0.000666,33,16,0,Baseline
6,9,Normal,30.77,0,30.77,0,23.42,0,-123,0,6,824.03,0,Baseline
6,9,Normal,31.95,0,31.95,0,24.6,0,-62,0.031051,7,1.18,0,Baseline
0,12,Normal,106.72,0,122.73,0,1.77,1,0,0.002867,5,22.82,0,Picked
0,14,Silent,4.27,0,4.27,0,0.17,0,-35,0.141525,6,11.32,0,Picked
0,14,Normal,19.43,0,31.85,0,18.6,0,5,0.004794,1,27.58,1,Baseline
0,15,Normal,63.7,0,76.12,0,13.13,0,2,0.000454,3,13.2,1,Baseline
0,18,Silent,66.55,0,66.55,0,18.35,1,1,3.491565,1,30.43,0,Baseline
0,18,Silent,68.88,0,68.88,0,20.68,1,163,0.035436,2,2.33,0,Baseline
0,20,Normal,112.58,0,112.58,0,78.13,0,12,0.007712,1,121.9,1,Baseline
1,15,Silent,49.08,0,117.42,0,36.95,1,-80,0.001928,4,51.43,1,Baseline
1,18,Normal,10.68,0,10.68,0,9.18,0,-2,0.002578,4,0.4,0,Baseline
2,13,Normal,18.12,0,18.12,0,12.85,1,105,0.001825,1,59.38,0,Baseline
2,13,Normal,48.47,0,48.47,0,0.68,1,-133,4.591042,3,1.02,1,Picked
3,14,Normal,44.78,0,268.13,1,0.08,1,179,3.284864,1,122.02,1,Picked
3,17,Normal,18.57,0,18.57,0,3.52,1,-97,0.020229,9,88.55,1,Baseline
3,18,Normal,44.8,0,44.8,0,4.07,0,-28,0.05973,10,26.23,0,Picked
4,9,Silent,22.6,0,91.07,0,16.48,0,-105,0.004036,4,935.58,1,Baseline
4,10,Normal,9.55,0,132.48,0,0.7,0,-27,0.017255,6,41.42,0,Picked
4,13,Normal,31.17,0,91.13,0,22.77,0,-57,0.002554,1,22.82,1,Baseline
5,18,Silent,2.47,0,2.47,0,1.83,1,-1,0.007649,2,63.4,0,Baseline
6,11,Silent,259.13,1,9.62,0,9.68,0,-179,0.002949,1,1069.58,0,Baseline
0,2,Silent,116.57,0,560.52,0,116.5,0,-178,0.001752,12,116.92,0,Baseline
0,10,Normal,44.43,0,251.87,0,0.25,1,0,4.145686,3,483.9,0,Picked
0,11,Normal,36.4,0,36.4,0,3.37,1,0,5.824179,1,7.5,1,Picked
0,17,Normal,3.7,0,3.7,0,2.7,0,-144,5.621497,1,74.47,1,Picked
1,15,Normal,75.47,0,75.47,0,0.45,1,0,3.583138,2,8.1,1,Picked
1,16,Normal,99.02,0,99.02,0,0.48,1,0,4.177911,1,16.3,1,Picked
2,7,Normal,2.92,0,2.92,1,0.03,0,-9,0.036117,12,2.33,1,Picked
2,10,Normal,65.33,0,88.73,0,0.4,1,0,0.040728,1,185.03,1,Picked
2,12,Normal,4.73,0,4.73,0,1.23,1,-46,0.022566,13,32.12,1,Picked
2,13,Normal,52.52,0,52.52,0,16.42,1,0,0.003568,4,30.92,1,Baseline
2,13,Normal,84.27,0,84.27,0,0.82,1,0,4.050238,1,31.75,0,Picked
2,14,Normal,91.95,0,91.95,0,0.67,1,0,3.69572,5,7.68,1,Picked
3,10,Normal,106.25,0,106.25,0,0.5,1,0,3.106554,3,23.03,1,Picked
3,17,Normal,203.98,0,203.98,0,0.13,0,-102,0.000889,10,3.92,1,Picked
3,17,Normal,212.52,0,212.52,0,1.8,0,-102,4.113905,36,8.53,1,Picked
3,22,Silent,141.93,1,136.73,0,137.9,0,-178,0.001927,15,199.52,1,Baseline
4,11,Normal,2.02,0,139.9,0,0.3,1,-3,7.639959,1,76.52,0,Picked
4,13,Silent,5.12,0,249.65,0,0.93,0,-51,0.055554,2,109.75,1,Picked
4,13,Silent,9.4,0,253.93,0,1.22,1,-9,0.137682,3,1.17,0,Baseline
4,13,Silent,10.27,0,254.8,0,2.08,0,173,0.099414,4,0.87,0,Baseline
4,13,Silent,14.25,0,258.78,0,6.07,1,1,0.074594,5,2.4,0,Baseline
4,13,Silent,6.3,0,6.3,0,6.3,0,-8,0.066076,4,1.67,0,Baseline
4,13,Silent,8.32,0,8.32,0,8.32,0,-9,0.024111,2,2.02,0,Baseline
4,13,Silent,18.77,0,18.77,0,18.77,0,22,0.03221,8,9.43,0,Baseline
4,13,Silent,24.73,0,24.73,0,24.73,0,23,0.134842,7,5.97,0,Baseline
4,17,Normal,31.73,0,31.73,0,0.25,1,-174,0.005704,7,202.97,1,Picked
4,17,Normal,52.8,0,52.8,0,1.12,1,-48,0.083948,7,1.4,1,Picked
5,20,Silent,11.4,0,11.4,0,0.83,1,0,0.001517,2,56.05,0,Baseline
6,17,Normal,54.92,0,1111.3,0,0.28,0,-49,0.043878,14,1234.7,0,Picked
0,11,Normal,40.32,0,46.08,0,0.08,1,0,0.608897,12,8.82,1,Picked
0,12,Normal,118.93,0,124.7,0,1.75,0,-103,3.928586,23,78.62,1,Baseline
0,17,Silent,38.3,0,392,0,2.45,0,0,0.005985,2,54.3,1,Picked
1,11,Normal,84.43,0,84.43,0,0.28,1,0,4.90585,1,165.7,1,Picked
1,12,Normal,123.58,0,123.58,0,0.6,0,168,4.262893,25,39.15,1,Picked
1,19,Normal,567.45,0,567.45,0,0.1,0,-169,3.242288,15,118.75,1,Picked
2,9,Normal,1399.08,0,197.37,0,0.5,1,0,3.346545,1,831.63,1,Picked
2,12,Normal,77.7,0,352.17,0,39.88,1,-1,4.264514,1,83.82,0,Baseline
2,14,Silent,81.95,0,515.4,0,4.73,0,,0,20,92.73,1,Baseline
2,20,Normal,266.05,0,873.17,0,0.62,1,166,7.142156,5,114.87,0,Picked
3,10,Normal,1056.68,0,49.35,1,0.1,0,179,3.502199,1,771.72,1,Picked
3,10,Normal,1093.57,0,86.23,0,0.55,0,-31,0.313085,2,36.88,1,Picked
3,11,Normal,19.48,0,19.48,0,0.2,0,127,3.652658,8,24.13,1,Picked
3,11,Normal,22.72,0,22.72,0,0.58,0,142,5.815884,26,3.23,1,Baseline
3,11,Normal,23.73,0,23.73,0,0.38,0,122,4.459364,7,1.02,0,Baseline
3,11,Normal,25.1,0,25.1,0,0.1,0,124,4.729328,5,1.37,0,Baseline
3,11,Normal,38.33,0,38.33,0,9.42,1,48,0.049346,9,13.23,0,Picked
3,12,Normal,99.77,0,99.77,0,1.47,0,59,0.003664,7,3.13,1,Picked
3,14,Normal,230.2,0,230.2,0,0.78,1,0,0.595732,4,130.43,1,Picked
3,14,Normal,234.5,0,234.5,0,1.83,1,-27,0.078842,5,4.3,1,Picked
4,10,Normal,3.18,0,3.18,0,0.18,0,-77,4.349355,2,925.87,1,Picked
4,10,Normal,13.43,0,13.43,0,0.47,0,-137,3.784762,16,10.25,1,Picked
4,11,Normal,109.48,0,109.48,0,1.47,1,-7,3.520633,6,96.05,1,Picked
4,13,Silent,71.33,0,237.87,0,15.12,1,-2,0.003168,1,128.38,1,Baseline
4,14,Silent,121.13,0,287.67,0,1.37,0,-135,0.002902,22,49.8,0,Picked
4,16,Silent,196.07,0,362.6,0,3.25,0,-55,0.047594,3,40.42,0,Picked
4,16,Silent,220.03,0,386.57,0,1.6,0,-13,0.137418,3,2.72,1,Picked
4,16,Silent,239.22,0,405.75,0,5.07,0,-59,0.020819,5,14.77,0,Picked
4,19,Normal,76.2,0,580.43,0,1.78,1,0,8.186737,3,69.58,1,Picked
5,13,Silent,1036.13,0,212.22,0,1.92,0,-47,0.000614,40,4.9,0,Picked
5,13,Normal,30.32,0,255.53,0,0.57,0,-14,0.550877,2,39.97,0,Baseline
6,14,Normal,134.32,0,418.37,0,1.65,0,152,4.034216,8,109.18,0,Picked
6,17,Normal,320.75,0,604.8,0,0.48,1,-1,4.333767,5,186.43,1,Picked
0,9,Normal,179.45,0,190.75,0,1.43,0,-45,0.042441,3,909.77,1,Picked
0,9,Normal,205.05,0,216.35,0,0.78,0,169,3.283891,4,25.6,1,Picked
0,10,Normal,22.82,0,263,0,0.45,0,-13,0.068784,1,46.65,1,Picked
0,11,Normal,64.83,0,305.02,0,0.93,0,0,4.286092,6,27.63,1,Picked
0,11,Normal,77.4,0,317.58,0,0.5,1,151,0.007133,1,12.57,1,Picked
0,11,Normal,119.45,0,359.63,0,0.1,0,-20,0.053577,4,23.23,1,Picked
0,12,Normal,166.25,0,406.43,0,1.07,1,-152,0.020496,1,46.8,1,Picked
0,12,Normal,176.75,0,416.93,0,3,0,-172,0.046127,2,10.5,1,Picked
0,17,Normal,444.5,0,684.68,0,0.45,1,0,0.016574,1,242.43,0,Picked
2,13,Normal,477.47,0,477.4,0,9.82,0,-113,7.52455,3,135.8,0,Picked
2,15,Normal,552.18,0,552.12,0,1.32,1,-110,0.079137,1,56.72,1,Picked
2,15,Normal,588.72,0,588.65,0,3.53,1,0,0.002988,7,18.47,1,Picked
2,17,Normal,15.18,0,15.18,0,0.87,1,0,0.001128,2,16.52,1,Picked
3,12,Silent,90.35,0,90.35,0,6.95,1,179,0.004161,2,46.87,0,Baseline
3,14,Silent,218.48,0,218.48,0,29.22,0,14,0.001038,1,8.62,0,Baseline
4,9,Normal,84.02,0,84.02,0,0.23,1,-2,0.026151,4,29.95,1,Picked
4,9,Normal,94.9,0,94.9,0,0.13,1,-12,0.660755,5,10.88,1,Picked
4,14,Normal,153.12,0,351.63,0,1.2,1,0,0.024082,2,41.68,1,Picked
4,15,Normal,23.83,0,23.83,0,0.95,1,-146,3.881964,45,1.23,1,Picked
4,15,Normal,25.9,0,25.9,0,1.37,1,-4,5.707326,4,2.07,1,Picked
4,15,Normal,75.18,0,75.18,1,0.07,1,-2,5.510744,8,24.52,1,Baseline
4,16,Normal,19.65,0,19.65,0,0.53,0,53,3.412013,9,16.47,1,Picked
5,10,Normal,1065.98,0,11.4,0,0.22,1,7,0.392441,2,1046.33,1,Picked
6,17,Silent,265.35,0,177.62,0,9.05,0,-6,0.012336,18,453.03,1,Baseline
0,11,Normal,273.4,0,273.4,0,23.77,1,0,6.578985,4,1084.92,0,Baseline
0,12,Normal,301.55,0,301.55,0,1.05,1,0,4.026431,31,4.95,1,Picked
0,12,Normal,320.52,0,320.52,0,1.02,1,0,5.574146,32,5.07,1,Picked
0,13,Normal,65.85,0,65.85,0,0.73,0,-11,0.063972,3,73.97,1,Picked
0,17,Normal,140.58,0,140.58,1,0.37,0,179,0.005243,1,161.82,1,Baseline
0,17,Normal,0.23,0,0.23,1,0.08,0,-41,0.055093,2,0.97,0,Baseline
0,17,Normal,0.45,0,0.45,1,0.3,0,-39,0.040979,3,0.22,0,Baseline
0,20,Silent,163.92,0,165.9,0,49.85,0,95,0.008517,10,142.6,0,Baseline
1,13,Normal,91.52,0,91.52,0,0.37,0,-152,4.178422,18,61,1,Picked
2,11,Normal,1.85,0,1.85,0,0.8,1,0,3.026725,36,1186.8,1,Picked
2,15,Normal,4.13,0,4.13,0,0.07,1,156,0.205491,1,0.55,1,Picked
2,16,Normal,23.05,0,23.05,0,1.02,0,-17,0.058015,48,18.92,1,Picked
2,16,Normal,32.77,0,32.77,0,0.8,0,175,8.552925,19,9.72,1,Picked
2,21,Normal,88.27,1,88.27,0,16.87,0,0,3.936442,10,3.28,0,Baseline
3,16,Normal,14.85,0,17.75,0,0.33,1,-107,5.866324,21,89.92,0,Baseline
4,12,Normal,394.15,0,394.15,0,19.2,0,-12,0.019345,14,1028.33,1,Baseline
4,17,Normal,39.1,0,39.1,0,0.87,0,0,0.136236,1,252.43,0,Picked
4,17,Normal,64.05,0,64.05,1,0.02,0,-46,0.219198,6,24.95,1,Picked
4,18,Normal,25.37,0,25.37,0,11.9,1,-165,0.016823,9,31,1,Baseline
5,19,Normal,0.53,0,4.92,1,1.9,0,-39,0.281114,15,1.12,0,Baseline
5,19,Normal,0.45,0,7.32,1,1.18,0,-45,0.001787,17,1.87,0,Baseline
0,14,Normal,12.08,0,12.08,0,0.68,0,-25,3.818387,49,180.6,0,Picked
0,15,Normal,20.95,0,0.77,1,0.03,1,140,3.248738,51,27.5,1,Picked
0,17,Normal,8.48,0,1.73,0,1.67,1,6,4.466645,23,112.8,1,Picked
1,13,Normal,48.63,0,0.4,0,0.3,1,0,3.116283,38,37.9,1,Picked
1,17,Normal,45.27,0,45.27,1,0.07,0,142,3.150428,22,232.97,1,Picked
1,17,Normal,46.3,0,46.3,0,0.72,0,-22,0.244572,23,1.03,1,Picked
2,0,Normal,323.35,0,323.35,0,43.47,0,-136,0.155658,24,404.43,1,Baseline
2,0,Normal,331.67,0,331.67,0,0.5,0,-150,4.489239,25,8.32,0,Picked
2,11,Normal,82.1,0,82.1,0,0.47,0,-30,0.052447,26,128.05,1,Picked
2,11,Normal,82.62,0,82.62,0,0.05,1,-31,0.002134,6,0.52,1,Picked
2,16,Normal,23.98,0,23.98,1,0.18,0,-36,0.009435,52,127.9,0,Picked
4,10,Normal,76.37,0,55.18,0,4.53,1,-1,0.000635,8,1011.87,0,Baseline
4,11,Normal,95.87,0,74.68,0,0.58,1,-1,4.562057,11,19.5,0,Picked
4,13,Normal,86.55,0,86.55,0,46.12,1,-1,0.00547,6,46.47,1,Baseline
4,16,Silent,26.5,0,25.13,0,25,1,-61,0.00234,4,9.9,0,Baseline
4,17,Normal,2.35,0,2.35,0,1.7,0,-16,0.065634,54,20.82,0,Picked
6,15,Normal,32.05,0,61.7,0,0.52,1,179,3.639737,8,1189.62,0,Baseline
1,10,Normal,142.58,0,142.58,0,0.87,1,-34,0.0009,8,1005.9,1,Picked
1,12,Normal,257.42,0,257.42,0,0.3,1,0,0.002169,39,114.83,1,Picked
1,16,Normal,66.35,0,66.35,0,1.33,1,-28,3.35202,6,151.33,1,Picked
1,18,Normal,3.02,0,3.02,0,0.15,0,-129,0.005694,10,1.33,1,Picked
2,6,Normal,4.23,1,194.72,1,4.38,0,-9,0.004094,14,660.15,0,Picked
2,16,Normal,12.33,0,12.33,0,0.32,0,159,4.631437,2,5.3,1,Picked
3,11,Normal,35.5,0,35.43,0,2.18,1,-4,4.621711,15,46.23,0,Picked
3,12,Normal,85.75,0,85.68,0,4.37,1,-44,0.216551,3,50.25,1,Picked
3,14,Normal,54.47,0,54.47,0,0.12,1,-1,1.262053,1,63.75,0,Picked
3,15,Silent,39.42,0,39.42,0,0.68,0,146,0.020254,31,61.32,1,Picked
4,9,Normal,41.72,0,41.72,0,0.32,0,-157,4.223785,9,1092.98,1,Baseline
4,9,Normal,44.62,0,44.62,0,2.45,1,-22,0.013902,12,2.9,0,Picked
4,13,Silent,36.17,1,36,1,0.07,1,-1,3.220989,13,113.5,1,Baseline
4,15,Silent,127.07,0,127.07,0,102.22,1,-82,3.393602,56,135.25,0,Baseline
4,16,Normal,24.33,0,24.33,0,4.7,1,65,0.007319,57,41.08,0,Picked
4,16,Normal,1.57,0,1.57,0,0.17,1,-11,0.013304,1,1.63,1,Baseline
0,15,Normal,46.97,0,46.97,0,1.33,0,179,0.069506,5,313.45,0,Picked
0,16,Normal,0.42,0,0.42,0,0.08,0,-35,0.050932,1,72.15,1,Picked
1,11,Normal,10.97,0,0.45,0,0.35,1,130,6.140792,32,92.58,1,Picked
1,11,Normal,1.97,0,1.97,1,0,1,0,0.001159,33,14.77,1,Picked
1,14,Normal,2.28,0,2.28,0,0.08,1,-109,4.535404,6,83.42,1,Picked
2,12,Normal,73.75,0,73.75,0,1.57,1,143,3.549447,7,35.8,1,Picked
2,13,Normal,24.57,0,24.57,0,0.52,0,-52,0.032494,34,43.52,1,Picked
2,16,Normal,195.02,0,14.62,0,2.85,0,177,0.001512,18,204.32,1,Baseline
2,17,Normal,33.92,0,33.92,0,0.42,1,-155,3.14268,2,58.8,0,Baseline
2,18,Normal,5.75,0,45.67,0,0.88,1,160,0.033985,3,11.75,0,Picked
2,18,Normal,12.75,0,52.67,0,6.03,0,-73,0.062228,19,7,1,Picked
4,16,Normal,34.93,0,34.93,0,0.28,1,-39,5.091441,2,990.38,1,Picked
4,17,Normal,36.32,0,36.32,0,2.08,1,169,2.215601,60,34.75,0,Picked
0,11,Normal,27.08,0,27.08,0,1.62,0,0,0.22917,4,4.53,1,Picked
1,11,Normal,66.95,0,66.95,0,0.48,1,0,4.379259,2,1059.15,1,Picked
1,11,Normal,7.27,0,7.27,0,4.43,0,-166,3.534611,2,30.73,1,Picked
1,12,Normal,37.55,0,37.55,0,2.13,0,-16,0.04336,3,12.17,0,Picked
1,16,Normal,46.82,0,46.82,0,8.97,0,-48,0.001544,1,216.82,1,Picked
2,10,Normal,35.1,0,35.1,0,0.03,1,-68,0.003449,4,865.7,0,Baseline
2,11,Normal,71.37,0,71.37,1,0.02,1,-23,1.528997,4,36.27,0,Baseline
3,14,Normal,45.58,0,45.58,0,2.6,1,0,0.080227,1,170.48,1,Picked
4,9,Normal,6.75,0,30.62,0,0.77,0,-32,0.010705,14,964.15,1,Picked
4,11,Normal,101.82,0,125.68,0,21.23,0,79,0.402852,1,11.23,0,Baseline
4,13,Normal,118.83,0,118.83,0,0.23,1,132,3.598822,1,122.82,0,Picked
4,17,Normal,42.42,0,42.42,0,2.28,1,0,4.488598,1,5.97,1,Picked
4,17,Normal,72.7,0,72.7,0,0.63,0,179,0.099936,5,30.28,1,Picked
5,11,Normal,806.25,0,826.58,0,806.2,0,179,0.004663,1,958.08,1,Baseline
5,15,Normal,58.02,0,58.02,0,21.72,1,-110,0.008313,6,245.63,0,Baseline
6,17,Normal,27.18,0,27.18,0,27.18,1,-30,0.001873,39,1430.18,0,Baseline
0,19,Normal,108.27,0,77.55,0,0.12,1,0,3.340991,22,191.17,1,Baseline
2,12,Normal,97.73,0,97.73,0,7.87,1,0,4.368088,63,16.57,1,Picked
4,16,Normal,74.17,0,74.17,0,0.83,0,-31,0.410471,64,146.55,1,Picked
6,14,Normal,63.02,0,63.02,0,0.47,1,-12,6.434341,23,1301.53,0,Picked
6,19,Silent,91.43,0,91.43,0,91.43,0,-179,0.003436,41,17.03,0,Baseline
0,9,Normal,109.57,0,109.57,0,0.1,0,0,3.682164,1,727.82,1,Picked
0,17,Normal,64.57,0,64.57,0,60,0,-110,0.032049,4,85.57,0,Baseline
0,18,Normal,80.38,0,80.38,0,75.82,0,-114,0.113023,1,15.82,0,Baseline
0,18,Normal,17,0,17,0,1.6,0,76,3.7676,5,32.47,0,Picked
0,19,Normal,8.13,0,8.13,0,0.83,0,-22,0.00268,5,44.02,1,Picked
0,23,Normal,16.75,0,16.75,0,16.75,0,-17,0.017702,15,45.83,1,Baseline
1,14,Normal,35.1,0,35.1,0,0.8,1,0,3.897162,6,901.42,0,Picked
1,19,Normal,27.12,0,27.12,1,0.07,1,-11,0.010874,2,28.57,1,Baseline
2,12,Normal,40.02,0,40.02,0,0.1,0,-132,6.178944,3,1021.87,0,Picked
2,16,Normal,60.8,1,5.1,0,0.67,1,0,3.14901,6,194.28,1,Picked
2,21,Silent,47.67,0,130.57,0,47.6,0,-107,0.058459,9,153.5,0,Baseline
3,15,Normal,26.23,0,26.23,1,0.05,1,-1,0.002067,26,26.32,0,Baseline
4,17,Normal,62.82,0,62.82,0,8.38,0,71,0.064242,9,1.05,0,Baseline
5,6,Normal,309.5,0,38.08,0,0.62,0,-52,0.09388,13,641.72,1,Picked
5,16,Normal,62.18,0,62.18,0,52.32,0,83,0.00423,6,3.73,0,Baseline
5,17,Normal,32.73,0,32.73,0,3.4,0,-130,0.005344,3,41.28,0,Baseline
6,15,Normal,34.4,0,34.4,0,0.58,1,-153,10.088569,16,1362.6,0,Baseline
6,16,Silent,6.57,0,35.28,0,0.05,1,-153,3.182832,9,20.57,1,Baseline
0,11,Normal,34.73,0,34.73,0,2.68,0,17,6.13186,25,97.17,1,Picked
0,15,Normal,85.97,0,85.97,0,0.88,1,-46,3.697651,1,23.2,1,Picked
1,16,Silent,3.42,0,3.42,0,1.38,0,-29,0.00827,11,40.28,0,Picked
1,20,Silent,39.03,0,39.03,0,31.87,1,0,0.023104,6,48.7,0,Baseline
2,17,Normal,11.83,0,11.83,0,0.33,1,-32,5.546726,19,62.12,1,Picked
2,18,Normal,32.22,0,32.22,0,0.28,0,-43,0.007768,43,40.23,1,Baseline
3,9,Silent,4.02,0,2.75,0,4.02,0,12,3.049573,44,44.3,0,Baseline
3,14,Normal,1,0,246.98,0,0.07,0,-24,0.132755,41,290.42,0,Picked
3,14,Normal,1.62,0,1.62,0,0.72,0,-8,0.009209,9,19.77,1,Picked
3,15,Normal,36.07,0,36.07,0,29.55,0,108,0.007528,1,64.02,1,Baseline
3,18,Normal,19.45,0,19.45,0,0.57,0,-35,0.512252,1,142.15,1,Picked
4,15,Normal,21.37,0,21.37,0,15.05,0,77,0.004143,3,67.33,0,Baseline
4,15,Normal,12.55,0,12.55,0,0.07,1,-22,4.591128,13,11.38,1,Baseline
4,19,Normal,9.47,0,9.47,0,0.45,0,-42,0.249832,2,17.13,1,Picked
4,21,Normal,41.62,1,24.17,0,2.5,0,79,0.00659,2,84.18,1,Baseline
5,11,Normal,0.13,0,0.13,0,0.13,0,179,0.008012,8,779,0,Baseline
5,14,Normal,68.75,0,68.75,0,0.3,0,-28,5.219725,4,155.82,0,Baseline
5,15,Normal,6.57,0,6.57,0,5.33,0,-65,0.019746,6,19.8,0,Picked
0,20,Normal,29.75,0,29.75,0,12.67,0,-116,0.01131,17,36.58,1,Baseline
1,14,Normal,52.7,0,52.7,0,3.6,1,171,0.634324,19,33.65,1,Picked
1,15,Normal,88.08,0,88.08,1,0.03,1,-25,0.006332,69,35.38,1,Picked
1,15,Normal,93.97,0,93.97,0,2,0,-32,0.008989,2,2.35,1,Picked
1,18,Normal,138.28,0,138.28,1,0.03,0,-168,0.038335,44,207.33,1,Picked
1,19,Normal,147.45,0,147.45,0,0.62,0,0,3.391365,1,9.17,1,Picked
2,11,Normal,281.37,0,323.28,0,0.83,0,-29,0.0056,2,833.02,0,Picked
3,10,Silent,105.08,0,120.43,0,105,0,-179,0.002694,18,801.65,1,Baseline
3,11,Normal,62.3,0,231,0,0.78,1,10,5.352504,1,45.37,0,Picked
0,9,Normal,111.78,0,755.72,0,0.8,0,-106,4.373564,1,723.93,0,Picked
0,17,Normal,37.78,0,37.78,0,1.25,0,165,0.011335,70,196.98,1,Picked
0,17,Normal,47.13,0,47.13,0,0.28,1,-8,0.02544,3,9.35,1,Picked
1,11,Normal,117.85,0,117.85,0,0.25,1,-3,4.70009,1,76.55,1,Picked
1,13,Normal,84.53,0,84.53,0,0.38,1,0,0.000622,1,84.8,1,Baseline
1,18,Normal,82,0,82,0,0.35,0,-11,0.030205,1,21.65,0,Picked
2,11,Normal,311.25,0,311.18,0,7.32,0,0,0.000929,2,3.48,0,Baseline
2,12,Normal,75.9,0,75.9,1,0.03,1,0,3.60028,72,87.88,0,Picked
2,15,Normal,71.03,0,71.03,1,0.02,0,179,7.235203,45,74.67,1,Baseline
2,18,Silent,2.47,0,265.72,0,2.45,0,-163,0.004369,35,65.72,1,Baseline
3,18,Silent,43.85,0,397.88,0,11.45,0,175,0.038741,12,106.13,1,Baseline
3,19,Silent,36.83,0,36.83,0,35.08,0,125,0.000664,2,14.72,0,Baseline
3,19,Silent,42.98,0,42.98,0,41.23,0,143,0.005465,2,6.15,0,Baseline
3,20,Silent,0.32,0,0.32,1,0.32,0,-9,0.056887,3,26.78,0,Baseline
3,20,Silent,1.92,0,1.92,0,0.03,0,-18,0.071533,4,1.6,0,Picked
3,20,Silent,4.47,0,4.47,0,0.92,0,-168,0.001678,11,1.92,1,Picked
4,10,Normal,5.75,0,5.75,0,1.17,0,-34,0.004987,11,769.68,1,Picked
4,10,Normal,26.67,0,26.67,0,6.05,0,-20,0.369937,15,20.92,1,Picked
4,19,Silent,5.87,0,5.87,0,3.13,0,-45,0.011046,10,181.15,0,Picked
4,22,Silent,64.93,0,64.93,0,15.05,0,179,0.003166,1,161.23,1,Baseline
5,12,Normal,173.07,0,173.07,0,0.63,1,-1,3.979769,1,856.1,0,Baseline
1,11,Normal,24.43,0,24.43,0,0.38,1,0,4.46517,1,60.28,0,Picked
1,13,Normal,85.98,0,85.98,0,1.07,0,0,0.005267,2,9.68,1,Picked
1,15,Normal,180.68,0,5.4,0,1.03,0,-41,0.000065,1,6.02,0,Picked
1,17,Normal,51.9,0,51.9,0,6.05,0,-104,0.014646,1,24.12,1,Baseline
1,18,Normal,67,0,67,0,21.15,0,-75,0.121819,2,7.82,0,Baseline
1,18,Normal,90.23,0,90.23,0,44.38,0,-125,0.030754,3,5.87,0,Baseline
1,20,Silent,26.62,0,206.2,0,26.57,0,-114,0.019316,1,84.63,0,Baseline
2,10,Normal,230.58,0,275.85,0,0.17,0,-36,0.035052,2,862.15,0,Picked
2,12,Normal,339.45,0,384.72,0,2.58,0,-32,0.190244,1,63.05,1,Picked
2,15,Normal,101.22,0,101.22,0,1.17,0,178,0.010406,1,58.9,1,Picked
2,17,Normal,52.52,0,52.52,0,0.53,0,-43,0.795829,4,72.05,1,Picked
2,20,Normal,6.5,0,6.5,0,0.23,0,-73,0.00219,5,143.67,1,Picked
3,11,Normal,84.23,0,100.12,0,6.67,0,127,0.011045,1,665.7,1,Baseline
3,12,Normal,129.02,0,144.9,0,0.33,1,0,7.147445,1,44.78,0,Picked
3,13,Normal,31.18,0,31.18,0,0.23,1,-43,3.476238,1,7.02,0,Picked
3,14,Silent,12.03,0,112.02,0,12,1,-26,0.002162,5,80.83,1,Baseline
3,19,Normal,168.38,0,426.33,1,0.07,0,179,4.373154,2,15.87,0,Baseline
3,21,Normal,37.18,0,37.18,0,1.05,0,168,4.509,1,72.7,0,Baseline
4,11,Silent,63.93,0,119.3,0,19.87,1,-3,0.004326,2,2.15,0,Baseline
4,11,Normal,20.82,0,151.98,0,1.2,0,34,4.315743,1,32.68,0,Picked
4,21,Silent,36.83,0,36.83,0,0.23,0,-37,0.053329,5,2.88,0,Picked
5,7,Normal,8.95,0,69.32,0,0.35,0,-41,0.216498,6,610.82,1,Picked
5,14,Normal,169,0,169,0,7.12,1,15,0.003293,1,82,0,Baseline
5,20,Normal,39.13,0,493.57,0,0.65,0,-24,0.111849,6,324.57,0,Picked
6,9,Silent,591.15,0,95.57,0,0.15,0,175,3.386467,9,804,1,Picked
0,9,Silent,807.15,0,37.8,1,0.38,0,-51,0.000668,1,734.02,0,Baseline
0,11,Silent,114.82,0,114.82,0,47.78,0,178,0.008037,8,49,0,Baseline
0,16,Normal,12.78,0,12.78,0,0.38,1,7,4.814066,1,4.95,1,Baseline
0,16,Normal,16.2,0,16.2,0,0.63,0,-27,0.265463,11,3.42,0,Picked
1,12,Normal,347.15,0,392.63,0,1.55,1,-47,0.001123,11,42.08,1,Baseline
1,13,Normal,415.67,0,461.15,0,0.02,1,-47,0.004834,6,68.52,0,Picked
1,13,Normal,425.65,0,471.13,0,0.32,0,65,3.439476,3,9.5,1,Baseline
2,9,Normal,11.63,0,144.22,0,6.25,0,0,0.000512,1,590.95,1,Baseline
2,11,Normal,109.08,0,241.67,0,0.62,0,0,3.159132,13,94.45,1,Picked
2,11,Normal,45.37,0,45.37,0,0.75,0,-48,0.150032,12,56.18,1,Picked
2,13,Normal,57.58,0,57.58,0,0.08,1,-28,0.061694,1,8.38,1,Picked
2,14,Normal,113.78,0,113.78,0,3.95,1,152,0.00824,2,56.2,1,Picked
2,16,Normal,13.02,0,13.02,0,0.77,0,-14,0.322841,15,11.03,1,Picked
